Z,A,symbol,radius_fm,unc_radius_fm,c_boundary_q1_fm,c_boundary_q2_fm,beta_q1,beta_q2,inside_q1,inside_q2
65,159,Tb,5.06,0.1500,183.166121203,366.332242406,0.027625196006591662,0.013812598003295831,1,1
66,146,Dy,5.0438,0.2389,185.9840615292,371.9681230584,0.02711952819251724,0.01355976409625862,1,1
66,148,Dy,5.0455,0.2389,185.9840615292,371.9681230584,0.02712866876072519,0.013564334380362595,1,1
66,149,Dy,5.0567,0.2394,185.9840615292,371.9681230584,0.027188888974801127,0.013594444487400563,1,1
66,150,Dy,5.0706,0.2413,185.9840615292,371.9681230584,0.02726362656191322,0.01363181328095661,1,1
66,151,Dy,5.0801,0.2435,185.9840615292,371.9681230584,0.0273147062077812,0.0136573531038906,1,1
66,152,Dy,5.095,0.2482,185.9840615292,371.9681230584,0.027394820599721502,0.013697410299860751,1,1
66,153,Dy,5.1035,0.2516,185.9840615292,371.9681230584,0.027440523440761276,0.013720261720380638,1,1
66,154,Dy,5.1241,0.2618,185.9840615292,371.9681230584,0.02755128562022237,0.013775642810111184,1,1
66,155,Dy,5.1457,0.2751,185.9840615292,371.9681230584,0.027667424604511666,0.013833712302255833,1,1
66,156,Dy,5.1622,0.2869,185.9840615292,371.9681230584,0.027756141884177108,0.013878070942088554,1,1
66,157,Dy,5.1709,0.2936,185.9840615292,371.9681230584,0.027802920086182514,0.013901460043091257,1,1
66,158,Dy,5.1815,0.3023,185.9840615292,371.9681230584,0.027859914217361524,0.013929957108680762,1,1
66,159,Dy,5.1825,0.3031,185.9840615292,371.9681230584,0.027865291022189733,0.013932645511094867,1,1
66,160,Dy,5.1951,0.3139,185.9840615292,371.9681230584,0.02793303876302516,0.01396651938151258,1,1
66,161,Dy,5.1962,0.0459,185.9840615292,371.9681230584,0.027938953248336187,0.013969476624168094,1,1
66,162,Dy,5.2074,0.0172,185.9840615292,371.9681230584,0.02799917346241212,0.01399958673120606,1,1
66,163,Dy,5.2099,0.0120,185.9840615292,371.9681230584,0.028012615474482645,0.014006307737241323,1,1
66,164,Dy,5.2218,0.0106,185.9840615292,371.9681230584,0.02807659945193832,0.01403829972596916,1,1
67,151,Ho,5.0398,0.0354,188.8020018554,377.6040037108,0.02669357289897747,0.013346786449488736,1,1
67,152,Ho,5.0614,0.0343,188.8020018554,377.6040037108,0.026807978465590816,0.013403989232795408,1,1
67,153,Ho,5.076,0.0339,188.8020018554,377.6040037108,0.026885308154135014,0.013442654077067507,1,1
67,154,Ho,5.0856,0.0333,188.8020018554,377.6040037108,0.026936155072629836,0.013468077536314918,1,1
67,155,Ho,5.1076,0.0326,188.8020018554,377.6040037108,0.027052679260847125,0.013526339630423562,1,1
67,156,Ho,5.1156,0.0326,188.8020018554,377.6040037108,0.02709505169292614,0.01354752584646307,1,1
67,157,Ho,5.1535,0.0316,188.8020018554,377.6040037108,0.027295791089900476,0.013647895544950238,1,1
67,158,Ho,5.1571,0.0316,188.8020018554,377.6040037108,0.02731485868433603,0.013657429342168015,1,1
67,159,Ho,5.1675,0.0314,188.8020018554,377.6040037108,0.027369942846038754,0.013684971423019377,1,1
67,160,Ho,5.1662,0.0315,188.8020018554,377.6040037108,0.02736305732582591,0.013681528662912956,1,1
67,161,Ho,5.1785,0.0313,188.8020018554,377.6040037108,0.027428204940147395,0.013714102470073698,1,1
67,162,Ho,5.1817,0.0313,188.8020018554,377.6040037108,0.027445153912979005,0.013722576956489502,1,1
67,163,Ho,5.1907,0.0313,188.8020018554,377.6040037108,0.027492822899067893,0.013746411449533947,1,1
67,165,Ho,5.2022,0.0312,188.8020018554,377.6040037108,0.027553733270181482,0.013776866635090741,1,1
68,150,Er,5.0548,0.0254,191.6199421816,383.2398843632,0.026379300308991424,0.013189650154495712,1,1
68,152,Er,5.0843,0.0257,191.6199421816,383.2398843632,0.026533250882528506,0.013266625441264253,1,1
68,154,Er,5.1129,0.0268,191.6199421816,383.2398843632,0.02668250465890683,0.013341252329453416,1,1
68,156,Er,5.1429,0.0285,191.6199421816,383.2398843632,0.02683906456419878,0.01341953228209939,1,1
68,158,Er,5.1761,0.0312,191.6199421816,383.2398843632,0.02701232419272187,0.013506162096360935,1,1
68,160,Er,5.2045,0.0336,191.6199421816,383.2398843632,0.02716053423639825,0.013580267118199126,1,1
68,162,Er,5.2246,0.0040,191.6199421816,383.2398843632,0.027265429372943854,0.013632714686471927,1,1
68,164,Er,5.2389,0.0035,191.6199421816,383.2398843632,0.027340056261133016,0.013670028130566508,1,1
68,166,Er,5.2516,0.0031,191.6199421816,383.2398843632,0.027406333287706607,0.013703166643853303,1,1
68,167,Er,5.256,0.0031,191.6199421816,383.2398843632,0.027429295407149428,0.013714647703574714,1,1
68,168,Er,5.2644,0.0035,191.6199421816,383.2398843632,0.027473132180631174,0.013736566090315587,1,1
68,170,Er,5.2789,0.0041,191.6199421816,383.2398843632,0.027548802801522283,0.013774401400761142,1,1
69,153,Tm,5.0643,0.0190,194.4378825078,388.8757650156,0.026045850400560924,0.013022925200280462,1,1
69,154,Tm,5.0755,0.0166,194.4378825078,388.8757650156,0.02610345234445964,0.01305172617222982,1,1
69,156,Tm,5.0976,0.0135,194.4378825078,388.8757650156,0.026217113323045504,0.013108556661522752,1,1
69,157,Tm,5.114,0.0074,194.4378825078,388.8757650156,0.026301459026611487,0.013150729513305743,1,1
69,158,Tm,5.1235,0.0069,194.4378825078,388.8757650156,0.026350317818311292,0.013175158909155646,1,1
69,159,Tm,5.1392,0.0060,194.4378825078,388.8757650156,0.026431063400383602,0.013215531700191801,1,1
69,160,Tm,5.1504,0.0055,194.4378825078,388.8757650156,0.026488665344282326,0.013244332672141163,1,1
69,161,Tm,5.1616,0.0050,194.4378825078,388.8757650156,0.026546267288181043,0.013273133644090522,1,1
69,162,Tm,5.1713,0.0048,194.4378825078,388.8757650156,0.026596154686021896,0.013298077343010948,1,1
69,163,Tm,5.1849,0.0042,194.4378825078,388.8757650156,0.026666099903613197,0.013333049951806598,1,1
69,164,Tm,5.1906,0.0042,194.4378825078,388.8757650156,0.02669541517863308,0.01334770758931654,1,1
69,165,Tm,5.2004,0.0038,194.4378825078,388.8757650156,0.026745816879544464,0.013372908439772232,1,1
69,166,Tm,5.2046,0.0038,194.4378825078,388.8757650156,0.026767417608506483,0.013383708804253241,1,1
69,167,Tm,5.2129,0.0036,194.4378825078,388.8757650156,0.026810104763359998,0.013405052381679999,1,1
69,168,Tm,5.217,0.0036,194.4378825078,388.8757650156,0.02683119118925149,0.013415595594625745,1,1
69,169,Tm,5.2256,0.0035,194.4378825078,388.8757650156,0.02687542125331658,0.01343771062665829,1,1
69,170,Tm,5.2303,0.0036,194.4378825078,388.8757650156,0.02689959349763122,0.01344979674881561,1,1
69,171,Tm,5.2388,0.0037,194.4378825078,388.8757650156,0.026943309258625786,0.013471654629312893,1,1
69,172,Tm,5.2411,0.0052,194.4378825078,388.8757650156,0.026955138229247843,0.013477569114623921,1,1
70,152,Yb,5.0423,0.0146,197.255822834,394.511645668,0.0255622365289735,0.01278111826448675,1,1
70,154,Yb,5.0875,0.0105,197.255822834,394.511645668,0.02579138058845223,0.012895690294226115,1,1
70,155,Yb,5.104,0.0110,197.255822834,394.511645668,0.02587502830927964,0.01293751415463982,1,1
70,156,Yb,5.1219,0.0103,197.255822834,394.511645668,0.02596577341248029,0.012982886706240145,1,1
70,157,Yb,5.1324,0.0100,197.255822834,394.511645668,0.02601900378027955,0.013009501890139776,1,1
70,158,Yb,5.1498,0.0088,197.255822834,394.511645668,0.026107214104061187,0.013053607052030593,1,1
70,159,Yb,5.1629,0.0084,197.255822834,394.511645668,0.026173625324839314,0.013086812662419657,1,1
70,160,Yb,5.1781,0.0076,197.255822834,394.511645668,0.026250682619177294,0.013125341309588647,1,1
70,161,Yb,5.1889,0.0072,197.255822834,394.511645668,0.026305433854627965,0.013152716927313983,1,1
70,162,Yb,5.2054,0.0067,197.255822834,394.511645668,0.02638908157545538,0.01319454078772769,1,1
70,163,Yb,5.2157,0.0064,197.255822834,394.511645668,0.026441298031487037,0.013220649015743519,1,1
70,164,Yb,5.2307,0.0060,197.255822834,394.511645668,0.02651734141405741,0.013258670707028705,1,1
70,165,Yb,5.2399,0.0058,197.255822834,394.511645668,0.02656398135536724,0.01328199067768362,1,1
70,166,Yb,5.2525,0.0057,197.255822834,394.511645668,0.026627857796726356,0.013313928898363178,1,1
70,167,Yb,5.2621,0.0056,197.255822834,394.511645668,0.026676525561571397,0.013338262780785698,1,1
70,168,Yb,5.2702,0.0056,197.255822834,394.511645668,0.0267175889881594,0.0133587944940797,1,1
70,169,Yb,5.2771,0.0056,197.255822834,394.511645668,0.02675256894414177,0.013376284472070885,1,1
70,170,Yb,5.2853,0.0056,197.255822834,394.511645668,0.026794139326613578,0.013397069663306789,1,1
70,171,Yb,5.2906,0.0057,197.255822834,394.511645668,0.02682100798845511,0.013410503994227555,1,1
70,172,Yb,5.2995,0.0058,197.255822834,394.511645668,0.026866127062113533,0.013433063531056767,1,1
70,173,Yb,5.3046,0.0059,197.255822834,394.511645668,0.02689198181218746,0.01344599090609373,1,1
70,174,Yb,5.3108,0.0060,197.255822834,394.511645668,0.026923413076983215,0.013461706538491608,1,1
70,175,Yb,5.3135,0.0061,197.255822834,394.511645668,0.02693710088584588,0.01346855044292294,1,1
70,176,Yb,5.3215,0.0062,197.255822834,394.511645668,0.026977657356550083,0.013488828678275042,1,1
71,161,Lu,5.2293,0.0320,200.0737631602,400.1475263204,0.026136860312928063,0.013068430156464032,1,1
71,162,Lu,5.2398,0.0317,200.0737631602,400.1475263204,0.026189340957237194,0.013094670478618597,1,1
71,163,Lu,5.2567,0.0312,200.0737631602,400.1475263204,0.026273809803791893,0.013136904901895946,1,1
71,164,Lu,5.2677,0.0310,200.0737631602,400.1475263204,0.02632878952640146,0.01316439476320073,1,1
71,165,Lu,5.283,0.0307,200.0737631602,400.1475263204,0.026405261322394766,0.013202630661197383,1,1
71,166,Lu,5.2972,0.0305,200.0737631602,400.1475263204,0.026476235146127118,0.013238117573063559,1,1
71,167,Lu,5.3108,0.0303,200.0737631602,400.1475263204,0.026544210075898945,0.013272105037949473,1,1
71,168,Lu,5.3227,0.0302,200.0737631602,400.1475263204,0.026603688139449296,0.013301844069724648,1,1
71,169,Lu,5.329,0.0302,200.0737631602,400.1475263204,0.02663517652603477,0.013317588263017386,1,1
71,170,Lu,5.3364,0.0302,200.0737631602,400.1475263204,0.026672162884881213,0.013336081442440606,1,1
71,171,Lu,5.3436,0.0302,200.0737631602,400.1475263204,0.026708149612407472,0.013354074806203736,1,1
71,172,Lu,5.3486,0.0302,200.0737631602,400.1475263204,0.02673314039541182,0.01336657019770591,1,1
71,173,Lu,5.3577,0.0303,200.0737631602,400.1475263204,0.02677862362047974,0.01338931181023987,1,1
71,174,Lu,5.3634,0.0303,200.0737631602,400.1475263204,0.026807113113104693,0.013403556556552346,1,1
71,175,Lu,5.37,0.0304,200.0737631602,400.1475263204,0.02684010094667043,0.013420050473335216,1,1
71,176,Lu,5.3739,0.0304,200.0737631602,400.1475263204,0.026859593757413824,0.013429796878706912,1,1
71,177,Lu,5.3815,0.0305,200.0737631602,400.1475263204,0.026897579747580433,0.013448789873790216,1,1
71,178,Lu,5.3857,0.0306,200.0737631602,400.1475263204,0.026918572005304085,0.013459286002652043,1,1
71,179,Lu,5.3917,0.0307,200.0737631602,400.1475263204,0.026948560944909307,0.013474280472454653,1,1
72,170,Hf,5.2898,0.0055,202.8917034864,405.7834069728,0.02607203699856845,0.013036018499284225,1,1
72,171,Hf,5.3041,0.0049,202.8917034864,405.7834069728,0.02614251794852488,0.01307125897426244,1,1
72,172,Hf,5.3065,0.0043,202.8917034864,405.7834069728,0.026154346919146938,0.013077173459573469,1,1
72,173,Hf,5.314,0.0038,202.8917034864,405.7834069728,0.02619131245234087,0.013095656226170435,1,1
72,174,Hf,5.3201,0.0035,202.8917034864,405.7834069728,0.026221377752671936,0.013110688876335968,1,1
72,175,Hf,5.3191,0.0036,202.8917034864,405.7834069728,0.026216449014912744,0.013108224507456372,1,1
72,176,Hf,5.3286,0.0032,202.8917034864,405.7834069728,0.02626327202362506,0.01313163601181253,1,1
72,177,Hf,5.3309,0.0031,202.8917034864,405.7834069728,0.026274608120471197,0.013137304060235598,1,1
72,178,Hf,5.3371,0.0031,202.8917034864,405.7834069728,0.026305166294578186,0.013152583147289093,1,1
72,179,Hf,5.3408,0.0031,202.8917034864,405.7834069728,0.02632340262428719,0.013161701312143595,1,1
72,180,Hf,5.347,0.0032,202.8917034864,405.7834069728,0.026353960798394176,0.013176980399197088,1,1
72,182,Hf,5.3516,0.0036,202.8917034864,405.7834069728,0.026376632992086455,0.013188316496043228,1,1
73,181,Ta,5.3507,0.0034,205.7096438126,411.4192876252,0.0260109341537456,0.0130054670768728,1,1
74,180,W,5.3491,0.0022,208.5275841388,417.0551682776,0.02565176219775095,0.012825881098875475,1,1
74,182,W,5.3559,0.0017,208.5275841388,417.0551682776,0.025684371792438786,0.012842185896219393,1,1
74,183,W,5.3611,0.0020,208.5275841388,417.0551682776,0.02570930854131772,0.01285465427065886,1,1
74,184,W,5.3658,0.0023,208.5275841388,417.0551682776,0.025731847525881372,0.012865923762940686,1,1
74,186,W,5.3743,0.0026,208.5275841388,417.0551682776,0.025772609519241166,0.012886304759620583,1,1
75,185,Re,5.3596,0.0172,211.345524465,422.69104893,0.02535942037839358,0.01267971018919679,1,1
75,187,Re,5.3698,0.0173,211.345524465,422.69104893,0.025407682578531574,0.012703841289265787,1,1
76,184,Os,5.3823,0.0022,214.1634647912,428.3269295824,0.025131737597015005,0.012565868798507502,1,1
76,186,Os,5.3909,0.0017,214.1634647912,428.3269295824,0.025171893839389888,0.012585946919694944,1,1
76,187,Os,5.3933,0.0018,214.1634647912,428.3269295824,0.025183100232610785,0.012591550116305392,1,1
76,188,Os,5.3993,0.0011,214.1634647912,428.3269295824,0.025211116215663028,0.012605558107831514,1,1
76,189,Os,5.4016,0.0012,214.1634647912,428.3269295824,0.025221855675833054,0.012610927837916527,1,1
76,190,Os,5.4062,0.0013,214.1634647912,428.3269295824,0.025243334596173107,0.012621667298086553,1,1
76,192,Os,5.4126,0.0015,214.1634647912,428.3269295824,0.025273218311428834,0.012636609155714417,1,1
77,182,Ir,5.3705,0.1061,216.9814051174,433.9628102348,0.02475096885419392,0.01237548442709696,1,1
77,183,Ir,5.378,0.1061,216.9814051174,433.9628102348,0.024785534028089543,0.012392767014044771,1,1
77,184,Ir,5.3805,0.1061,216.9814051174,433.9628102348,0.02479705575272142,0.01239852787636071,1,1
77,185,Ir,5.3854,0.1061,216.9814051174,433.9628102348,0.024819638332999893,0.012409819166499947,1,1
77,186,Ir,5.39,0.1061,216.9814051174,433.9628102348,0.02484083830632254,0.01242041915316127,1,1
77,187,Ir,5.3812,0.1061,216.9814051174,433.9628102348,0.024800281835618342,0.012400140917809171,1,1
77,188,Ir,5.3838,0.1061,216.9814051174,433.9628102348,0.024812264429235495,0.012406132214617747,1,1
77,189,Ir,5.3898,0.1061,216.9814051174,433.9628102348,0.024839916568351994,0.012419958284175997,1,1
77,191,Ir,5.3968,0.1061,216.9814051174,433.9628102348,0.024872177397321244,0.012436088698660622,1,1
77,193,Ir,5.4032,0.1061,216.9814051174,433.9628102348,0.024901673012378844,0.012450836506189422,1,1
78,178,Pt,5.3728,0.0066,219.7993454436,439.5986908872,0.024444112830075044,0.012222056415037522,1,1
78,179,Pt,5.3915,0.0050,219.7993454436,439.5986908872,0.024529190426472156,0.012264595213236078,1,1
78,180,Pt,5.3891,0.0049,219.7993454436,439.5986908872,0.02451827137666718,0.01225913568833359,1,1
78,181,Pt,5.3996,0.0041,219.7993454436,439.5986908872,0.024566042219563957,0.012283021109781979,1,1
78,182,Pt,5.3969,0.0041,219.7993454436,439.5986908872,0.024553758288533355,0.012276879144266678,1,1
78,183,Pt,5.4038,0.0036,219.7993454436,439.5986908872,0.024585150556722668,0.012292575278361334,1,1
78,184,Pt,5.4015,0.0036,219.7993454436,439.5986908872,0.02457468646732623,0.012287343233663116,1,1
78,185,Pt,5.4148,0.0028,219.7993454436,439.5986908872,0.02463519620166214,0.01231759810083107,1,1
78,186,Pt,5.4037,0.0036,219.7993454436,439.5986908872,0.024584695596314123,0.012292347798157062,1,1
78,187,Pt,5.4063,0.0037,219.7993454436,439.5986908872,0.024596524566936184,0.012298262283468092,1,1
78,188,Pt,5.4053,0.0034,219.7993454436,439.5986908872,0.024591974962850777,0.012295987481425389,1,1
78,189,Pt,5.406,0.0035,219.7993454436,439.5986908872,0.02459515968571056,0.01229757984285528,1,1
78,190,Pt,5.4108,0.0030,219.7993454436,439.5986908872,0.024616997785320515,0.012308498892660258,1,1
78,191,Pt,5.4102,0.0031,219.7993454436,439.5986908872,0.024614268022869267,0.012307134011434634,1,1
78,192,Pt,5.4169,0.0028,219.7993454436,439.5986908872,0.024644750370241497,0.012322375185120749,1,1
78,193,Pt,5.4191,0.0027,219.7993454436,439.5986908872,0.024654759499229396,0.012327379749614698,1,1
78,194,Pt,5.4236,0.0025,219.7993454436,439.5986908872,0.024675232717613727,0.012337616358806864,1,1
78,195,Pt,5.427,0.0026,219.7993454436,439.5986908872,0.024690701371504108,0.012345350685752054,1,1
78,196,Pt,5.4307,0.0027,219.7993454436,439.5986908872,0.024707534906620116,0.012353767453310058,1,1
78,198,Pt,5.4383,0.0032,219.7993454436,439.5986908872,0.024742111897669207,0.012371055948834603,1,1
79,183,Au,5.4247,0.0043,222.6172857698,445.2345715396,0.02436782921524555,0.012183914607622776,1,1
79,184,Au,5.4306,0.0041,222.6172857698,445.2345715396,0.024394332098791178,0.012197166049395589,1,1
79,185,Au,5.4296,0.0041,222.6172857698,445.2345715396,0.0243898400846309,0.01219492004231545,1,1
79,186,Au,5.4354,0.0039,222.6172857698,445.2345715396,0.024415893766760496,0.012207946883380248,1,1
79,187,Au,5.4018,0.0058,222.6172857698,445.2345715396,0.024264962090975246,0.012132481045487623,1,1
79,188,Au,5.4049,0.0055,222.6172857698,445.2345715396,0.024278887334872098,0.012139443667436049,1,1
79,189,Au,5.4084,0.0052,222.6172857698,445.2345715396,0.024294609384433064,0.012147304692216532,1,1
79,190,Au,5.4109,0.0049,222.6172857698,445.2345715396,0.02430583941983375,0.012152919709916875,1,1
79,191,Au,5.4147,0.0046,222.6172857698,445.2345715396,0.024322909073642797,0.012161454536821398,1,1
79,192,Au,5.4179,0.0044,222.6172857698,445.2345715396,0.02433728351895568,0.01216864175947784,1,1
79,193,Au,5.4221,0.0042,222.6172857698,445.2345715396,0.02435614997842884,0.01217807498921442,1,1
79,194,Au,5.4252,0.0040,222.6172857698,445.2345715396,0.02437007522232569,0.012185037611162845,1,1
79,195,Au,5.4298,0.0040,222.6172857698,445.2345715396,0.024390738487462958,0.012195369243731479,1,1
79,196,Au,5.4332,0.0039,222.6172857698,445.2345715396,0.024406011335607894,0.012203005667803947,1,1
79,197,Au,5.4371,0.0038,222.6172857698,445.2345715396,0.024423530190832966,0.012211765095416483,1,1
79,198,Au,5.44,0.0038,222.6172857698,445.2345715396,0.024436557031897767,0.012218278515948883,1,1
79,199,Au,5.4454,0.0039,222.6172857698,445.2345715396,0.02446081390836325,0.012230406954181625,1,1
80,181,Hg,5.4364,0.0032,225.435226096,450.870452192,0.02411513095865926,0.01205756547932963,1,1
80,182,Hg,5.3833,0.0052,225.435226096,450.870452192,0.023879586581147524,0.011939793290573762,1,1
80,183,Hg,5.4405,0.0031,225.435226096,450.870452192,0.024133318000990677,0.012066659000495339,1,1
80,184,Hg,5.3949,0.0047,225.435226096,450.870452192,0.023931042603353478,0.011965521301676739,1,1
80,185,Hg,5.4397,0.0031,225.435226096,450.870452192,0.02412976930980406,0.01206488465490203,1,1
80,186,Hg,5.4017,0.0043,225.435226096,450.870452192,0.023961206478439728,0.011980603239219864,1,1
80,187,Hg,5.4046,0.0042,225.435226096,450.870452192,0.023974070483991215,0.011987035241995608,1,1
80,188,Hg,5.4085,0.0040,225.435226096,450.870452192,0.023991370353525977,0.011995685176762989,1,1
80,189,Hg,5.41,0.0040,225.435226096,450.870452192,0.023998024149500884,0.011999012074750442,1,1
80,190,Hg,5.4158,0.0037,225.435226096,450.870452192,0.02402375216060386,0.01201187608030193,1,1
80,191,Hg,5.4171,0.0037,225.435226096,450.870452192,0.024029518783782112,0.012014759391891056,1,1
80,192,Hg,5.4232,0.0035,225.435226096,450.870452192,0.02405657755408007,0.012028288777040035,1,1
80,193,Hg,5.4238,0.0035,225.435226096,450.870452192,0.024059239072470037,0.012029619536235018,1,1
80,194,Hg,5.4309,0.0033,225.435226096,450.870452192,0.024090733706751268,0.012045366853375634,1,1
80,195,Hg,5.4345,0.0032,225.435226096,450.870452192,0.024106702817091045,0.012053351408545522,1,1
80,196,Hg,5.4385,0.0031,225.435226096,450.870452192,0.024124446273024135,0.012062223136512068,1,1
80,197,Hg,5.4412,0.0031,225.435226096,450.870452192,0.024136423105778966,0.012068211552889483,1,1
80,198,Hg,5.4463,0.0031,225.435226096,450.870452192,0.024159046012093652,0.012079523006046826,1,1
80,199,Hg,5.4474,0.0031,225.435226096,450.870452192,0.024163925462475252,0.012081962731237626,1,1
80,200,Hg,5.4551,0.0031,225.435226096,450.870452192,0.024198081615146444,0.012099040807573222,1,1
80,201,Hg,5.4581,0.0032,225.435226096,450.870452192,0.02421138920709626,0.01210569460354813,1,1
80,202,Hg,5.4648,0.0033,225.435226096,450.870452192,0.024241109495784185,0.012120554747892092,1,1
80,203,Hg,5.4679,0.0035,225.435226096,450.870452192,0.024254860674132326,0.012127430337066163,1,1
80,204,Hg,5.4744,0.0036,225.435226096,450.870452192,0.024283693790023594,0.012141846895011797,1,1
80,205,Hg,5.4776,0.0038,225.435226096,450.870452192,0.024297888554770063,0.012148944277385032,1,1
80,206,Hg,5.4837,0.0040,225.435226096,450.870452192,0.02432494732506802,0.01216247366253401,1,1
81,188,Tl,5.4017,0.0072,228.2531664222,456.5063328444,0.023665389114508373,0.011832694557254187,1,1
81,190,Tl,5.4121,0.0056,228.2531664222,456.5063328444,0.02371095255690445,0.011855476278452225,1,1
81,191,Tl,5.4169,0.0048,228.2531664222,456.5063328444,0.02373198183801033,0.011865990919005165,1,1
81,192,Tl,5.4191,0.0051,228.2531664222,456.5063328444,0.023741620258517195,0.011870810129258598,1,1
81,193,Tl,5.4243,0.0042,228.2531664222,456.5063328444,0.02376440197971523,0.011882200989857615,1,1
81,194,Tl,5.4259,0.0046,228.2531664222,456.5063328444,0.02377141174008386,0.01188570587004193,1,1
81,195,Tl,5.4325,0.0039,228.2531664222,456.5063328444,0.02380032700160445,0.011900163500802224,1,1
81,196,Tl,5.4327,0.0042,228.2531664222,456.5063328444,0.023801203221650524,0.011900601610825262,1,1
81,197,Tl,5.4388,0.0036,228.2531664222,456.5063328444,0.023827927933055916,0.011913963966527958,1,1
81,198,Tl,5.4396,0.0036,228.2531664222,456.5063328444,0.02383143281324023,0.011915716406620116,1,1
81,199,Tl,5.4479,0.0031,228.2531664222,456.5063328444,0.02386779594515248,0.01193389797257624,1,1
81,200,Tl,5.4491,0.0031,228.2531664222,456.5063328444,0.02387305326542895,0.011936526632714476,1,1
81,201,Tl,5.4573,0.0029,228.2531664222,456.5063328444,0.023908978287318167,0.011954489143659083,1,1
81,202,Tl,5.4595,0.0027,228.2531664222,456.5063328444,0.02391861670782503,0.011959308353912516,1,1
81,203,Tl,5.4666,0.0027,228.2531664222,456.5063328444,0.02394972251946081,0.011974861259730405,1,1
81,204,Tl,5.4704,0.0028,228.2531664222,456.5063328444,0.0239663707003363,0.01198318535016815,1,1
81,205,Tl,5.4759,0.0026,228.2531664222,456.5063328444,0.02399046675160346,0.01199523337580173,1,1
81,207,Tl,5.4853,0.0027,228.2531664222,456.5063328444,0.02403164909376914,0.01201582454688457,1,1
81,208,Tl,5.4946,0.0028,228.2531664222,456.5063328444,0.024072393325911788,0.012036196662955894,1,1
82,182,Pb,5.3788,0.0035,231.0711067484,462.1422134968,0.02327768311533932,0.01163884155766966,1,1
82,183,Pb,5.3869,0.0030,231.0711067484,462.1422134968,0.02331273725998761,0.011656368629993806,1,1
82,184,Pb,5.393,0.0029,231.0711067484,462.1422134968,0.023339136060278303,0.011669568030139152,1,1
82,185,Pb,5.3984,0.0028,231.0711067484,462.1422134968,0.02336250549004383,0.011681252745021915,1,1
82,186,Pb,5.4027,0.0027,231.0711067484,462.1422134968,0.023381114480412683,0.011690557240206342,1,1
82,187,Pb,5.4079,0.0026,231.0711067484,462.1422134968,0.02340361837574245,0.011701809187871224,1,1
82,188,Pb,5.4139,0.0025,231.0711067484,462.1422134968,0.023429584408815263,0.011714792204407631,1,1
82,189,Pb,5.4177,0.0024,231.0711067484,462.1422134968,0.02344602956309471,0.011723014781547355,1,1
82,190,Pb,5.4222,0.0023,231.0711067484,462.1422134968,0.023465504087899318,0.011732752043949659,1,1
82,191,Pb,5.4229,0.0026,231.0711067484,462.1422134968,0.02346853345842448,0.01173426672921224,1,1
82,192,Pb,5.43,0.0025,231.0711067484,462.1422134968,0.02349925993089397,0.011749629965446986,1,1
82,193,Pb,5.431,0.0023,231.0711067484,462.1422134968,0.023503587603072775,0.011751793801536388,1,1
82,194,Pb,5.4372,0.0023,231.0711067484,462.1422134968,0.023530419170581345,0.011765209585290672,1,1
82,195,Pb,5.4389,0.0045,231.0711067484,462.1422134968,0.02353777621328531,0.011768888106642655,1,1
82,196,Pb,5.4444,0.0024,231.0711067484,462.1422134968,0.023561578410268718,0.011780789205134359,1,1
82,197,Pb,5.4446,0.0024,231.0711067484,462.1422134968,0.02356244394470448,0.01178122197235224,1,1
82,198,Pb,5.4524,0.0022,231.0711067484,462.1422134968,0.023596199787699133,0.011798099893849567,1,1
82,199,Pb,5.4529,0.0022,231.0711067484,462.1422134968,0.023598363623788532,0.011799181811894266,1,1
82,200,Pb,5.4611,0.0020,231.0711067484,462.1422134968,0.02363385053565471,0.011816925267827355,1,1
82,201,Pb,5.4629,0.0019,231.0711067484,462.1422134968,0.023641640345576552,0.011820820172788276,1,1
82,202,Pb,5.4705,0.0017,231.0711067484,462.1422134968,0.023674530654135446,0.011837265327067723,1,1
82,203,Pb,5.4727,0.0017,231.0711067484,462.1422134968,0.02368405153292881,0.011842025766464405,1,1
82,204,Pb,5.4803,0.0014,231.0711067484,462.1422134968,0.023716941841487704,0.011858470920743852,1,1
82,205,Pb,5.4828,0.0015,231.0711067484,462.1422134968,0.023727761021934708,0.011863880510967354,1,1
82,206,Pb,5.4902,0.0014,231.0711067484,462.1422134968,0.02375978579605784,0.01187989289802892,1,1
82,207,Pb,5.4943,0.0014,231.0711067484,462.1422134968,0.02377752925199093,0.011888764625995465,1,1
82,208,Pb,5.5012,0.0013,231.0711067484,462.1422134968,0.02380739019002466,0.01190369509501233,1,1
82,209,Pb,5.51,0.0014,231.0711067484,462.1422134968,0.023845473705198118,0.011922736852599059,1,1
82,210,Pb,5.5208,0.0016,231.0711067484,462.1422134968,0.02389221256472918,0.01194610628236459,1,1
82,211,Pb,5.529,0.0017,231.0711067484,462.1422134968,0.023927699476595354,0.011963849738297677,1,1
82,212,Pb,5.5396,0.0019,231.0711067484,462.1422134968,0.023973572801690653,0.011986786400845327,1,1
82,214,Pb,5.5577,0.0023,231.0711067484,462.1422134968,0.024051903668126963,0.012025951834063481,1,1
83,202,Bi,5.484,0.0912,233.8890470746,467.7780941492,0.02344701502097639,0.011723507510488194,1,1
83,203,Bi,5.4911,0.0911,233.8890470746,467.7780941492,0.023477371294982396,0.011738685647491198,1,1
83,204,Bi,5.4934,0.0910,233.8890470746,467.7780941492,0.02348720501754772,0.01174360250877386,1,1
