nuclide,Z,A,start_level_keV,end_level_keV,gamma_energy_keV,relative_intensity,multipolarity,tot_conv_coeff,gamma_fraction_from_icc,radius_fm_measured,source,extraction_date
60ni,28,60,8111.8,0,8111.2,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8126.6,0,8126.0,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8189.1,0,8188.5,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8261.5,0,8260.9,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8272.09,6837.2,1435.0,18.0,E2,0.0001726,0.999827429785619,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8272.09,6810.95,1461.6,100.0,M1+E2,0.000164,0.9998360268915897,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8286.3,5672.36,2613.9,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8286.3,2626.06,5659.9,58.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8294,2158.632,6135.5,54.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8294,0,8293.0,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8351.8,0,8351.2,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8359.3,0,8358.7,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8389.9,5348.79,3039.2,100.0,E2,0.000826,0.9991746817129051,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8407,0,8406.0,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8426.69,5348.79,3077.8,100.0,E2,0.000842,0.9991587083675545,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8451.5,0,8450.9,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8464,0,8463.4,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8485.5,6837.2,1648.2,86.0,M1+E2,0.000211,0.9997890445116081,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8485.5,6810.95,1674.5,29.0,M1,0.0002,0.9998000399920016,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8485.5,5348.79,3136.9,100.0,E2,0.000866,0.9991347493071,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8504.7,3887.36,4617.2,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8504.7,0,8504.2,42.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8515.2,0,8514.6,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8521.11,8272.09,249.0,2.3,M1,0.00449,0.9955300699857638,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8521.11,8044.26,476.7,100.0,M1(+E2),0.0014,0.9986019572598361,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8521.11,6810.95,1710.1,60.0,M1+E2,0.000214,0.9997860457862018,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8565.6,4077.99,4487.56,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8565.6,3887.36,4678.3,91.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8638.5,6066.72,2572.2,61.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8638.5,3185.98,5452.1,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8655.4,0,8654.7,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8656.8,1332.514,7324.2,75.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8656.8,0,8655.9,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8666.21,3619.46,5046.4,89.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8666.21,3193.87,5472.8,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8688.4,0,8687.7,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8688.92,7433.45,1255.4,100.0,M1+E2,0.000145,0.9998550210219518,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8688.92,7027.83,1661.9,35.0,E2,0.000235,0.9997650552120252,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8688.92,6461.1,2227.2,47.0,E2,0.00047,0.9995302207962258,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8747,0,8746.3,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8768,0,8767.0,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8778.6,0,8777.9,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8781.6,0,8780.9,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8793.6,1332.514,7459.5,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8793.6,0,8795.2,82.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8846.5,0,8845.8,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8871.7,0,8871.0,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8890.5,0,8889.8,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,8924.1,0,8923.4,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9010.5,0,9009.8,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9045.2,3871.05,5173.6,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9053.3,0,9052.6,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9068.9,0,9068.2,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9076.66,3317.829,5759.1,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9076.66,3123.698,5952.4,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9092.3,1332.514,7761.2,25.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9092.3,0,9091.2,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9123.01,8521.11,601.6,11.0,D,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9123.01,8485.5,637.5,100.0,M1+E2,0.00065,0.9993504222255534,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9123.01,6810.95,2311.8,28.0,M1+E2,0.00047,0.9995302207962258,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9132.2,0,9131.5,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9132.27,8521.11,611.5,100.0,M1+E2,0.000561,0.9994393145445405,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9132.27,8044.26,1088.2,2.8,E2,0.000198,0.9998020391962392,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9149,0,9148.7,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9256,0,9255.2,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9264.3,8389.9,874.1,9.0,E2,0.000337,0.9996631135307401,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9264.3,6810.95,2452.2,100.0,E2,0.000571,0.9994293258549367,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9266.5,0,9265.7,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9274.7,0,9273.9,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9301.2,0,9300.4,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9308.3,0,9307.5,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9346.82,4039.89,5306.7,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9352.6,0,9351.8,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9395.5,0,9394.7,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9410.7,0,9409.9,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9426.2,7433.45,1992.9,100.0,M1+E2,0.00034,0.9996601155607093,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9453.1,0,9452.3,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9463.9,2158.632,7303.2,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9463.9,0,9464.5,61.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9468,0,9466.8,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9504.9,0,9504.1,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9599,0,9598.2,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9622.5,6837.2,2785.2,100.0,E2,0.000718,0.9992825151541194,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9640.2,0,9639.4,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9659.3,1332.514,8326.0,11.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9659.3,0,9658.5,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9665.67,8074.4,1590.9,33.0,E2,0.000211,0.9997890445116081,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9665.67,7732.5,1934.0,27.0,E2,0.00034,0.9996601155607093,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9665.67,7531.4,2134.4,27.0,E2,0.000428,0.9995721831056307,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9665.67,7433.45,2233.0,20.0,M1+E2,0.00044,0.9995601935148535,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9665.67,7380.3,2284.9,20.0,E2,0.000496,0.9995042458940365,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9665.67,7250,2416.3,47.0,E2,0.000555,0.9994453078541409,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9665.67,6810.95,2854.4,100.0,E1,0.00118,0.9988213907589045,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9665.67,6461.1,3204.6,13.0,E2,0.000893,0.9991077967375134,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9701.4,0,9700.6,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9714.9,8426.69,1287.9,100.0,(E1),0.0001757,0.9998243308650671,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9718.27,9264.3,454.0,9.0,M1,0.001084,0.9989171737836184,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9718.27,8521.11,1196.8,65.0,M1+E2,0.000157,0.9998430246451308,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9718.27,8272.09,1447.1,41.0,M1+E2,0.000162,0.9998380262397492,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9718.27,6810.95,2905.9,100.0,E2,0.00077,0.9992305924438183,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9721,0,9720.2,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9751.5,0,9750.6,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9760.42,8521.11,1239.0,44.0,M1+E2,0.000152,0.9998480231004888,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9760.42,6810.95,2948.8,100.0,E2,0.000789,0.9992116220302182,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9774.8,0,9773.9,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9807.5,0,9806.6,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9831,0,9830.0,100.0,M1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9832,0,9831.1,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9871.3,0,9870.4,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9887.9,7250,2638.4,100.0,E2,0.000655,0.9993454287441725,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9887.9,6810.95,3079.0,100.0,E1,0.001289,0.9987126593820564,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9893.5,0,9892.6,100.0,E1,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9953.7,4019.886,5933.3,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9960.14,9132.27,827.8,15.0,M1,0.000293,0.9997070858238535,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9960.14,9123.01,836.4,100.0,M1+E2,0.00033,0.9996701088640749,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9960.14,8521.11,1438.6,38.0,M1+E2,0.00016,0.9998400255959047,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9989.27,9132.27,856.9,100.0,M1(+E2),0.000274,0.9997260750554346,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,9989.27,8521.11,1468.3,4.2,E2,0.000179,0.9998210320352657,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10029.02,4843.93,5184.9,100.0,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10054.23,9264.3,789.4,33.0,(M1),0.000324,0.9996761049419988,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10054.23,6810.95,3243.4,100.0,(E2),0.000909,0.9990918255305926,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10158.6,9264.3,894.1,100.0,(M1+E2),0.00028,0.9997200783780541,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10241.7,6810.95,3428.9,100.0,(E2),0.000981,0.9990199614178492,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10697.3,9760.42,936.7,100.0,M1+E2,0.00026,0.9997400675824286,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10697.3,9718.27,979.1,75.0,M1+E2,0.000231,0.9997690533486764,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10788.66,10054.23,734.1,40.0,M1+E2,0.00046,0.9995402115027089,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10788.66,9960.14,828.5,100.0,M1+E2,0.00034,0.9996601155607093,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10788.66,9760.42,1028.0,80.0,M1+E2,0.000207,0.999793042840132,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10788.66,9132.27,1657.5,60.0,M1+E2,0.000214,0.9997860457862018,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10825.23,9426.2,1398.8,33.0,M1+E2,0.000156,0.9998440243322041,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10825.23,8688.92,2135.8,100.0,M1+E2,0.0004,0.9996001599360256,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10825.23,7980.81,2844.8,100.0,E2,0.000744,0.9992565531244754,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10825.23,7433.45,3390.8,33.0,E2,0.000968,0.9990329361178378,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10872.6,9426.2,1446.6,33.0,M1+E2,0.000162,0.9998380262397492,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10872.6,8688.92,2184.4,67.0,M1+E2,0.00042,0.999580176325943,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10872.6,7980.81,2891.7,67.0,E2,0.000764,0.9992365832503967,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10872.6,7433.45,3439.2,100.0,E2,0.000985,0.9990159692702688,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10977.68,8688.4,2289.1,17.0,M1+E2,0.00046,0.9995402115027089,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10977.68,8272.09,2705.8,17.0,E1,0.001102,0.9988992130672,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10977.68,7980.81,2996.6,100.0,E2,0.000809,0.9991916539519529,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,10977.68,7433.45,3544.2,83.0,E2,0.001022,0.9989790434176271,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11030.6,8688.92,2341.7,100.0,M1+E2,0.00048,0.999520230289461,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11030.6,7980.81,3048.4,50.0,E2,0.00083,0.999170688328687,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11030.6,7433.45,3596.7,50.0,E2,0.001041,0.9989600825540611,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11044.14,9887.9,1156.8,12.0,E2,0.000176,0.9998240309705493,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11044.14,9760.42,1283.0,3.0,E1,0.0001728,0.999827229854681,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11044.14,9714.9,1329.0,1.5,(E2),0.0001623,0.9998377263370155,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11044.14,9665.67,1378.7,100.0,E2,0.0001655,0.9998345273857177,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11044.14,9132.27,1911.4,3.0,E1,0.000607,0.9993933682254871,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11079.1,10241.7,837.1,100.0,(M1+E2),0.00033,0.9996701088640749,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11079.1,10054.23,1025.1,100.0,(M1+E2),0.000209,0.9997910436718727,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11112.8,10158.6,954.1,1.7,(M1+E2),0.00024,0.9997600575861793,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11112.8,9989.27,1123.4,100.0,M1+E2,0.0001597,0.9998403255000177,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11112.8,9132.27,1981.1,7.0,E2,0.00036,0.9996401295533609,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11120.6,9622.5,1498.1,100.0,E2,0.000185,0.9998150342186695,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11224.9,8521.11,2705.0,50.0,(E1),0.001102,0.9988992130672,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11224.9,7433.45,3792.5,100.0,(E2),0.001118,0.9988832485281456,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11255.23,11030.6,224.6,14.0,M1+E2,0.0061,0.9939369843951894,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11255.23,10977.68,278.0,100.0,M1(+E2),0.00344,0.99657179303197,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11255.23,10872.6,382.8,33.0,M1+E2,0.00161,0.9983925879334273,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11255.23,10825.23,429.9,43.0,M1(+E2),0.00123,0.998771511041419,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11255.23,9960.14,1293.4,29.0,E1,0.000179,0.9998210320352657,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11255.23,9665.67,1590.3,33.0,E2,0.000211,0.9997890445116081,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11255.23,9132.27,2123.4,4.8,E1,0.000751,0.9992495635777532,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,10029.02,1358.67,0.126,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,9953.7,1434.0,0.084,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,9346.82,2040.85,0.223,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,9076.66,2311.0,0.223,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,9045.2,2341.9,0.107,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,8666.21,2721.59,0.177,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,8638.5,2749.5,0.121,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,8565.6,2822.3,0.186,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,8504.7,2883.0,0.172,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,8286.3,3101.2,0.07,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7950.93,3436.9,0.35,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7818.02,3569.53,0.409,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7798.9,3589.0,0.24,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7761.8,3625.6,0.16,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7690,3697.7,0.15,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7684.1,3703.4,0.18,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7552,3836.1,0.15,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7495.2,3892.4,0.2,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7473.49,3913.7,0.19,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7414.16,3973.4,0.19,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7339.68,4048.2,0.22,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7316.13,4071.49,0.34,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7222.8,4164.75,0.9,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7207.6,4180.5,0.084,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,7056.27,4331.24,0.53,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6996.86,4390.4,0.19,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6911.93,4475.58,0.7,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6834.92,4553.0,0.33,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6756.4,4631.2,0.17,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6647.17,4740.48,1.05,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6567.33,4819.9,0.15,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6515,4871.7,0.11,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6489.28,4898.4,0.3,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6465.25,4922.34,0.72,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6382.4,5005.5,0.14,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6362.05,5025.43,0.43,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
60ni,28,60,11387.7,6327.21,5059.8,0.19,,,,3.8118,IAEA LiveChart ENSDF adopted gammas,2026-08-13
