obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"7497.47387657"	"2.0794e+05"	AAA	"[24.209455342828]"	"[24.3748233060576]"	"1s.6f"	"3F*"	"2"	"1s.8g"	"3G"	"3"	5	7		
""	"7497.49071722"	"2.1056e+05"	AAA	"[24.2094557657828]"	"[24.3748233575671]"	"1s.6f"	"1F*"	"3"	"1s.8g"	"1G"	"4"	7	9		
""	"7497.49305258"	"4.884e+03"	AA	"[24.2094557657828]"	"[24.3748233060576]"	"1s.6f"	"1F*"	"3"	"1s.8g"	"3G"	"3"	7	7		
""	"7497.50030282"	"1.207e+04"	AA	"[24.2094557657828]"	"[24.3748231461435]"	"1s.6f"	"1F*"	"3"	"1s.8g"	"3G"	"4"	7	9		
""	"7498.955080970"	"9.028e+00"	AA	"[24.2094918821374]"	"[24.37482718164840]"	"1s.6g"	"3G"	"4"	"1s.8h"	"1H*"	"5"	9	11		
""	"7498.956758778"	"6.5517e+03"	AAA	"[24.2094918821374]"	"[24.37482714465648]"	"1s.6g"	"3G"	"4"	"1s.8h"	"3H*"	"4"	9	9		
""	"7498.961484345"	"2.5260e+05"	AAA	"[24.2094918821374]"	"[24.37482704046834]"	"1s.6g"	"3G"	"4"	"1s.8h"	"3H*"	"5"	9	11		
""	"7498.964088905"	"5.002e+03"	AA	"[24.2094920807421]"	"[24.37482718164840]"	"1s.6g"	"3G"	"5"	"1s.8h"	"1H*"	"5"	11	11		
""	"7498.965766717"	"1.2739e+02"	AAA	"[24.2094920807421]"	"[24.37482714465648]"	"1s.6g"	"3G"	"5"	"1s.8h"	"3H*"	"4"	11	9		
""	"7498.968015090"	"2.5797e+05"	AAA	"[24.2094920807421]"	"[24.37482709508499]"	"1s.6g"	"3G"	"5"	"1s.8h"	"3H*"	"6"	11	13		
""	"7498.970492295"	"5.3169e+03"	AAA	"[24.2094920807421]"	"[24.37482704046834]"	"1s.6g"	"3G"	"5"	"1s.8h"	"3H*"	"5"	11	11		
""	"7498.973963133"	"2.4523e+05"	AAA	"[24.2094922614541]"	"[24.37482714465648]"	"1s.6g"	"3G"	"3"	"1s.8h"	"3H*"	"4"	7	9		
""	"7498.977810763"	"2.5296e+05"	AAA	"[24.2094923832773]"	"[24.37482718164840]"	"1s.6g"	"1G"	"4"	"1s.8h"	"1H*"	"5"	9	11		
""	"7498.979488581"	"6.060e+03"	AA	"[24.2094923832773]"	"[24.37482714465648]"	"1s.6g"	"1G"	"4"	"1s.8h"	"3H*"	"4"	9	9		
