obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
"327.26263"	"327.262590"	"1.52e+05"	C+	"1.48486439"	"5.27338780"	"3d7.(4F).4s"	"a 3F"	"4"	"3d6.(3P2).4s.4p.(3P*)"	"x 5P*"	"3"	9	7		
"327.35394"	"327.353855"	"4.50e+04"	C	"1.55735733"	"5.34482452"	"3d7.(4F).4s"	"a 3F"	"3"	"3d6.(3H).4s.4p.(3P*)"	"z 5H*"	"4"	7	9		
"327.74144"	"327.741420"	"3.16e+06"	C	"2.19786640"	"5.98085478"	"3d7.(4P).4s"	"a 5P"	"2"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"2"	5	5		
"328.12054"	"328.12050"	"4.21e+07"	B+	"3.30140276"	"7.0800206"	"3d7.(2H).4s"	"b 3H"	"4"	"3d6.(1I).4s.4p.(3P*)"	"x 3I*"	"5"	9	11		
"328.38360"	"328.38363"	"3.42e+07"	B	"3.27398440"	"7.0495745"	"3d7.(2D2).4s"	"a 3D"	"1"	"3d6.(1G2).4s.4p.(3P*)"	"u 3F*"	"2"	3	5		
"328.55335"	"328.553342"	"5.64e+06"	B	"2.19786640"	"5.97150625"	"3d7.(4P).4s"	"a 5P"	"2"	"3d5.(6S).4s2.4p"	"v 5P*"	"2"	5	5		
"328.76996"	"328.769962"	"5.99e+07"	B	"2.17594512"	"5.94709859"	"3d7.(4P).4s"	"a 5P"	"3"	"3d5.(6S).4s2.4p"	"v 5P*"	"3"	7	7		
"328.99125"	"328.991306"	"1.10e+06"	C+	"2.19786640"	"5.96648265"	"3d7.(4P).4s"	"a 5P"	"2"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"3"	5	7		
"329.19360"	"329.193603"	"7.58e+06"	C+	"2.22271209"	"5.98901244"	"3d7.(4P).4s"	"a 5P"	"1"	"3d7.(4P).4p"	"x 3P*"	"2"	3	5		
"329.29688"	"329.296878"	"5.77e+07"	B+	"3.25148176"	"7.01660092"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(1G2).4s.4p.(3P*)"	"u 3F*"	"4"	7	9		
"329.35376"	"329.353763"	"3.0e+07"	D+	"2.22271209"	"5.98718095"	"3d7.(4P).4s"	"a 5P"	"1"	"3d5.(6S).4s2.4p"	"v 5P*"	"1"	3	3		
"329.40889"	"329.408866"	"6.70e+04"	C+	"1.60789577"	"5.37173492"	"3d7.(4F).4s"	"a 3F"	"2"	"3d6.(3H).4s.4p.(3P*)"	"z 5H*"	"3"	5	7		
"329.9082"	"329.908172"	"9.01e+06"	C	"2.22271209"	"5.98085478"	"3d7.(4P).4s"	"a 5P"	"1"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"2"	3	5		
"330.45198"	"330.451979"	"1.46e+06"	D+	"3.01762252"	"6.76958063"	"3d6.4s2"	"b 3G"	"3"	"3d6.(3G).4s.4p.(3P*)"	"t 3G*"	"3"	7	7		
"330.69222"	"330.692238"	"4.05e+07"	B	"2.19786640"	"5.94709859"	"3d7.(4P).4s"	"a 5P"	"2"	"3d5.(6S).4s2.4p"	"v 5P*"	"3"	5	7		
"330.72911"	"330.72938"	"5.74e+07"	B	"3.04686890"	"6.7956800"	"3d7.(2G).4s"	"a 1G"	"4"	"3d6.(3G).4s.4p.(3P*)"	"w 1G*"	"4"	9	9		
"330.73063"	"330.730878"	"4.84e+07"	B	"2.22271209"	"5.97150625"	"3d7.(4P).4s"	"a 5P"	"1"	"3d5.(6S).4s2.4p"	"v 5P*"	"2"	3	5		
"330.81855"	"330.81854"	"1.97e+07"	B+	"3.23672008"	"6.9845209"	"3d7.(2H).4s"	"b 3H"	"6"	"3d6.(1I).4s.4p.(3P*)"	"u 3H*"	"6"	13	13		
