scale,class,type,id,xi,B,sigmaB
C,dwarf,F,UGC00731@10.910000,0.0367154,4.01451,0.371573
C,LSB,F,UGC01230@0.780000,0.0870501,1.70014,1.83752
C,LSB,T,UGC01230@2.350000,0.112429,3.4205,1.32128
C,LSB,F,UGC01230@3.910000,0.0912891,6.46113,1.56235
C,LSB,F,UGC01230@5.480000,0.0851104,6.96038,1.41859
C,LSB,F,UGC01230@7.030000,0.0764989,6.15203,1.24201
C,LSB,F,UGC01230@8.600000,0.0682487,5.32229,1.1058
C,LSB,F,UGC01230@13.270000,0.0531286,4.96216,1.43857
C,LSB,F,UGC01230@14.850000,0.0503077,5.03284,1.30943
C,LSB,F,UGC01230@25.800000,0.0331222,3.7989,0.752543
C,LSB,F,UGC01230@32.010000,0.022817,4.27708,0.8305
C,LSB,F,UGC01230@36.540000,0.0165654,5.16084,1.00211
C,dwarf,F,UGC01281@0.380000,0.0101801,4.52471,4.6949
C,dwarf,F,UGC01281@0.540000,0.0157346,4.19326,3.04965
C,dwarf,F,UGC01281@0.690000,0.017148,5.018,2.82705
C,dwarf,F,UGC01281@0.840000,0.0186549,5.55907,3.73621
C,dwarf,F,UGC01281@1.000000,0.020677,5.81075,2.72703
C,dwarf,F,UGC01281@1.150000,0.0216389,6.36883,2.19615
C,dwarf,F,UGC01281@1.300000,0.0310346,5.0867,2.74759
C,dwarf,F,UGC01281@1.460000,0.0332609,5.20553,1.55633
C,dwarf,F,UGC01281@1.610000,0.0376696,4.84813,1.51581
C,dwarf,F,UGC01281@1.760000,0.0404489,4.95165,1.14489
C,dwarf,F,UGC01281@1.920000,0.0439165,4.88463,1.85198
C,dwarf,F,UGC01281@2.070000,0.0455259,4.97433,0.997358
C,dwarf,F,UGC01281@2.220000,0.04752,4.97065,1.02947
C,dwarf,F,UGC01281@2.380000,0.048352,5.0442,1.04065
C,dwarf,F,UGC01281@2.530000,0.0484048,5.24375,1.32722
C,dwarf,F,UGC01281@2.680000,0.0482027,5.3616,1.70687
C,dwarf,F,UGC01281@2.760000,0.0476654,5.44001,2.14731
C,dwarf,F,UGC01281@3.070000,0.0456415,5.90298,0.891015
C,dwarf,F,UGC01281@3.460000,0.044317,5.62038,0.83111
C,dwarf,F,UGC01281@3.830000,0.0401166,5.79723,0.843233
C,dwarf,F,UGC01281@4.230000,0.035047,6.16222,0.885058
C,dwarf,F,UGC01281@4.620000,0.0351414,5.76918,0.818324
C,dwarf,F,UGC01281@4.990000,0.0345071,5.53648,0.778415
C,dwarf,F,UGC02259@1.020000,0.091942,9.88164,1.19777
C,dwarf,T,UGC02259@2.040000,0.103036,7.08169,0.597611
C,dwarf,F,UGC02259@3.050000,0.0988054,6.36332,0.236555
C,dwarf,F,UGC02259@4.070000,0.0907603,5.46497,0.198006
C,dwarf,F,UGC02259@5.090000,0.0724647,5.59273,0.200456
C,dwarf,F,UGC02259@6.110000,0.0638306,5.58398,0.19479
C,dwarf,F,UGC02259@7.130000,0.0562918,5.72011,0.29799
C,dwarf,F,UGC02259@8.140000,0.0442639,6.61955,0.441303
C,bulge,T,UGC02487@9.930000,1.86315,2.26206,0.123603
C,bulge,T,UGC02487@10.050000,1.84374,2.25857,0.236041
C,bulge,T,UGC02487@10.350000,1.80032,2.25793,0.129025
C,bulge,T,UGC02487@15.070000,1.13064,2.32762,0.135725
C,bulge,T,UGC02487@20.090000,0.772082,2.51522,0.0921788
C,bulge,T,UGC02487@25.120000,0.561048,2.93806,0.0969951
C,bulge,T,UGC02487@30.140000,0.428959,3.34084,0.0666423
C,bulge,T,UGC02487@35.170000,0.319102,3.74885,0.0438358
C,bulge,T,UGC02487@40.190000,0.243957,3.97914,0.0874536
C,bulge,T,UGC02487@45.210000,0.193278,4.10443,0.0705632
C,bulge,T,UGC02487@50.240000,0.156216,4.28624,0.0781161
C,bulge,T,UGC02487@55.260000,0.129586,4.53236,0.0597943
C,bulge,T,UGC02487@60.280000,0.110452,4.81613,0.0469938
C,bulge,F,UGC02487@65.310000,0.0940629,5.18813,0.0693853
C,bulge,F,UGC02487@70.330000,0.0811624,5.61759,0.120182
C,bulge,F,UGC02487@75.350000,0.0702048,6.13541,0.495268
C,bulge,F,UGC02487@80.380000,0.0610252,6.65654,0.611682
C,bulge,T,UGC02885@1.700000,9.30651,1.73134,0.11353
C,bulge,T,UGC02885@3.410000,4.38606,1.30033,0.101193
C,bulge,T,UGC02885@6.820000,1.98391,1.42623,0.111424
C,bulge,T,UGC02885@13.670000,0.877414,1.80295,0.133059
C,bulge,T,UGC02885@19.490000,0.550876,2.18097,0.154679
C,bulge,T,UGC02885@23.360000,0.449267,2.31102,0.161047
C,bulge,T,UGC02885@27.240000,0.369106,2.34548,0.165759
C,bulge,T,UGC02885@31.220000,0.29953,2.46865,0.176332
C,bulge,T,UGC02885@35.100000,0.249754,2.63338,0.188099
C,bulge,T,UGC02885@38.970000,0.217229,2.74651,0.195481
C,bulge,T,UGC02885@42.850000,0.190201,2.87311,0.203767
C,bulge,T,UGC02885@46.730000,0.159101,3.26221,0.227332
C,bulge,T,UGC02885@50.710000,0.144827,3.41853,0.234146
C,bulge,T,UGC02885@54.580000,0.136149,3.51886,0.236165
C,bulge,T,UGC02885@58.460000,0.124611,3.5895,0.240906
C,bulge,T,UGC02885@62.340000,0.11064,3.79114,0.254439
C,bulge,F,UGC02885@66.210000,0.0992999,3.9772,0.266926
C,bulge,F,UGC02885@70.190000,0.092182,4.04137,0.271233
C,bulge,F,UGC02885@74.070000,0.0839756,4.20392,0.282142
C,bulge,T,UGC02916@0.370000,8.55349,3.11584,1.62092
C,bulge,S,UGC02916@0.740000,10.2893,1.48564,0.616995
C,bulge,T,UGC02916@1.110000,9.00887,1.23746,0.170226
C,bulge,T,UGC02916@1.480000,8.16281,1.08513,0.0811531
C,bulge,T,UGC02916@1.840000,7.65669,0.957164,0.0132393
C,bulge,T,UGC02916@2.210000,7.15785,0.852452,0.0119503
C,bulge,T,UGC02916@2.600000,6.41225,0.801296,0.0198631
C,bulge,T,UGC02916@2.960000,5.47718,0.8086,0.0344901
C,bulge,T,UGC02916@3.170000,5.11996,0.800074,0.0661394
C,bulge,T,UGC02916@3.330000,4.82842,0.799946,0.022965
C,bulge,T,UGC02916@3.700000,4.2348,0.805236,0.0124481
C,bulge,T,UGC02916@4.070000,3.72164,0.824942,0.0138558
C,bulge,T,UGC02916@4.440000,3.27077,0.852104,0.0286806
C,bulge,T,UGC02916@4.810000,2.88122,0.892902,0.0241301
C,bulge,T,UGC02916@5.180000,2.55032,0.94586,0.0686897
C,bulge,T,UGC02916@5.550000,2.2597,1.00604,0.0487953
C,bulge,T,UGC02916@5.920000,2.0166,1.0671,0.0790061
C,bulge,T,UGC02916@6.280000,1.8203,1.13594,0.021096
C,bulge,T,UGC02916@6.340000,1.79135,1.14337,0.0520506
C,bulge,T,UGC02916@6.650000,1.65315,1.2038,0.022259
C,bulge,T,UGC02916@7.030000,1.5075,1.27243,0.00903779
C,bulge,T,UGC02916@7.390000,1.38828,1.3267,0.0273979
C,bulge,T,UGC02916@7.770000,1.27724,1.38431,0.0225591
C,bulge,T,UGC02916@8.140000,1.18556,1.43678,0.0202605
C,bulge,T,UGC02916@8.510000,1.10274,1.49117,0.105339
C,bulge,T,UGC02916@8.880000,1.02833,1.53245,0.0964457
C,bulge,T,UGC02916@9.250000,0.964866,1.56791,0.120398
C,bulge,T,UGC02916@9.520000,0.920946,1.5961,0.0575474
C,bulge,T,UGC02916@9.620000,0.905503,1.60644,0.059689
C,bulge,T,UGC02916@9.990000,0.852197,1.62866,0.303217
C,bulge,T,UGC02916@10.400000,0.798651,1.66935,0.0646199
C,bulge,T,UGC02916@10.710000,0.763336,1.68043,0.049168
C,bulge,T,UGC02916@11.120000,0.719475,1.70127,0.106349
C,bulge,T,UGC02916@12.670000,0.589613,1.77152,0.0304166
C,bulge,T,UGC02916@12.980000,0.568931,1.7752,0.279321
C,bulge,T,UGC02916@15.860000,0.42858,1.89223,0.151741
C,bulge,T,UGC02916@19.050000,0.34119,2.09413,0.257139
C,bulge,T,UGC02916@22.140000,0.28516,2.1559,0.278763
C,bulge,T,UGC02916@25.340000,0.234475,2.18551,0.220632
C,bulge,T,UGC02916@28.530000,0.190806,2.07795,0.271406
C,bulge,T,UGC02916@31.720000,0.154666,2.05415,0.255381
C,bulge,T,UGC02916@34.910000,0.129772,2.15293,0.255512
C,bulge,T,UGC02916@38.000000,0.110776,2.29163,0.260815
C,bulge,S,UGC02953@0.090000,15.0782,11.5784,5.30301
C,bulge,S,UGC02953@0.170000,29.3464,3.14947,0.760782
C,bulge,S,UGC02953@0.260000,33.6242,1.79728,0.255198
C,bulge,S,UGC02953@0.340000,31.4776,1.46812,0.151261
C,bulge,S,UGC02953@0.430000,27.9058,1.32078,0.0915438
C,bulge,S,UGC02953@0.510000,25.1331,1.23645,0.0696038
C,bulge,S,UGC02953@0.600000,22.6728,1.16503,0.0477059
C,bulge,S,UGC02953@0.690000,20.6017,1.11491,0.0384453
C,bulge,S,UGC02953@0.770000,19.0665,1.08885,0.0531806
C,bulge,S,UGC02953@0.860000,17.5375,1.0599,0.0439425
C,bulge,S,UGC02953@0.950000,16.241,1.04499,0.096461
C,bulge,S,UGC02953@1.030000,15.3421,1.02904,0.0902048
C,bulge,S,UGC02953@1.110000,14.4959,1.01061,0.0911702
C,bulge,S,UGC02953@1.200000,13.715,0.996471,0.0861356
C,bulge,S,UGC02953@1.290000,13.0132,0.985239,0.088131
C,bulge,S,UGC02953@1.380000,12.3634,0.977587,0.116653
C,bulge,S,UGC02953@1.460000,11.8106,0.967266,0.114609
C,bulge,S,UGC02953@1.550000,11.2178,0.967327,0.158658
C,bulge,S,UGC02953@1.630000,10.7201,0.970626,0.143976
C,bulge,S,UGC02953@1.720000,10.189,0.975869,0.0578233
C,bulge,T,UGC02953@1.800000,9.7477,0.982819,0.0966574
C,bulge,T,UGC02953@1.890000,9.27939,0.9914,0.0889404
C,bulge,T,UGC02953@1.980000,8.84307,1.00122,0.144438
C,bulge,T,UGC02953@2.070000,8.4394,1.02001,0.0945378
C,bulge,T,UGC02953@2.150000,8.1063,1.03074,0.107665
C,bulge,T,UGC02953@2.230000,7.79673,1.04161,0.129361
C,bulge,T,UGC02953@2.320000,7.47505,1.05272,0.148819
C,bulge,T,UGC02953@2.400000,7.21164,1.07182,0.204969
C,bulge,T,UGC02953@2.490000,6.93972,1.08212,0.0867417
C,bulge,T,UGC02953@2.580000,6.69505,1.09115,0.103508
C,bulge,T,UGC02953@2.670000,6.4775,1.09841,0.0548342
C,bulge,T,UGC02953@2.750000,6.30377,1.11318,0.0540935
C,bulge,T,UGC02953@2.830000,6.14695,1.11799,0.0487217
C,bulge,T,UGC02953@2.920000,5.98897,1.12949,0.0761423
C,bulge,T,UGC02953@3.000000,5.85865,1.13252,0.0452136
C,bulge,T,UGC02953@3.090000,5.72089,1.1434,0.0960106
C,bulge,T,UGC02953@3.180000,5.58703,1.14636,0.139481
C,bulge,T,UGC02953@3.270000,5.45703,1.15006,0.114135
C,bulge,T,UGC02953@3.350000,5.34411,1.16375,0.10325
C,bulge,T,UGC02953@3.430000,5.23311,1.16946,0.111252
C,bulge,T,UGC02953@4.210000,4.2889,1.27852,0.05041
C,bulge,T,UGC02953@4.290000,4.20934,1.29671,0.0216119
C,bulge,T,UGC02953@4.380000,4.12099,1.30652,0.04709
C,bulge,T,UGC02953@4.470000,4.03694,1.3254,0.0428779
C,bulge,T,UGC02953@4.800000,3.75217,1.37496,0.102411
C,bulge,T,UGC02953@5.250000,3.43726,1.42965,0.0275303
C,bulge,T,UGC02953@5.320000,3.39375,1.4483,0.0186626
C,bulge,T,UGC02953@5.410000,3.33795,1.45775,0.041831
C,bulge,T,UGC02953@5.500000,3.28255,1.46787,0.048146
C,bulge,T,UGC02953@5.580000,3.23242,1.47907,0.022014
C,bulge,T,UGC02953@5.670000,3.17316,1.49265,0.0453725
C,bulge,T,UGC02953@5.760000,3.11957,1.50448,0.0503479
C,bulge,T,UGC02953@6.000000,2.98365,1.54015,0.0794232
C,bulge,T,UGC02953@6.180000,2.88668,1.55563,0.0446928
C,bulge,T,UGC02953@6.270000,2.84053,1.56838,0.0325897
C,bulge,T,UGC02953@6.360000,2.7965,1.58075,0.068141
C,bulge,T,UGC02953@6.450000,2.75455,1.59269,0.0599055
C,bulge,T,UGC02953@6.530000,2.71896,1.59377,0.0393814
C,bulge,T,UGC02953@6.610000,2.68562,1.60432,0.0248644
C,bulge,T,UGC02953@6.700000,2.65091,1.61383,0.0129313
C,bulge,T,UGC02953@6.790000,2.61919,1.61172,0.0372969
C,bulge,T,UGC02953@6.870000,2.58658,1.62339,0.143149
C,bulge,T,UGC02953@6.960000,2.55592,1.62162,0.0474571
C,bulge,T,UGC02953@7.050000,2.52525,1.63074,0.0316799
C,bulge,T,UGC02953@7.200000,2.47214,1.64147,0.0143824
C,bulge,T,UGC02953@7.390000,2.39975,1.65799,0.00787021
C,bulge,T,UGC02953@7.470000,2.36657,1.66323,0.0902144
C,bulge,T,UGC02953@7.990000,2.16191,1.7238,0.0147445
C,bulge,T,UGC02953@8.080000,2.1314,1.72901,0.173988
C,bulge,T,UGC02953@8.160000,2.10415,1.73422,0.0599889
C,bulge,T,UGC02953@8.250000,2.07822,1.74764,0.0322136
C,bulge,T,UGC02953@8.340000,2.0528,1.75019,0.019093
C,bulge,T,UGC02953@8.400000,2.03591,1.75211,0.024167
C,bulge,T,UGC02953@9.590000,1.71861,1.81804,0.0368167
C,bulge,T,UGC02953@10.800000,1.4596,1.87706,0.048318
C,bulge,T,UGC02953@12.020000,1.28648,1.85361,0.0311312
C,bulge,T,UGC02953@13.220000,1.13638,1.85936,0.00917607
C,bulge,T,UGC02953@14.420000,0.984661,1.90393,0.023375
C,bulge,T,UGC02953@15.630000,0.832195,2.01032,0.0180794
C,bulge,T,UGC02953@16.830000,0.706395,2.17005,0.0206741
C,bulge,T,UGC02953@18.030000,0.618449,2.28251,0.0178564
C,bulge,T,UGC02953@19.230000,0.546166,2.4233,0.00972619
C,bulge,T,UGC02953@20.430000,0.484017,2.57385,0.00875459
C,bulge,T,UGC02953@21.640000,0.431249,2.69028,0.0222962
C,bulge,T,UGC02953@22.840000,0.386147,2.80779,0.0234305
C,bulge,T,UGC02953@24.040000,0.34633,2.91311,0.0164433
C,bulge,T,UGC02953@25.240000,0.310973,3.00454,0.0229322
C,bulge,T,UGC02953@26.440000,0.280629,3.0891,0.0414094
C,bulge,T,UGC02953@27.650000,0.254911,3.18238,0.0357441
C,bulge,T,UGC02953@28.850000,0.232813,3.2673,0.0454789
C,bulge,T,UGC02953@30.050000,0.213529,3.37019,0.0278569
C,bulge,T,UGC02953@31.250000,0.197102,3.485,0.0363989
C,bulge,T,UGC02953@32.340000,0.184123,3.55172,0.0466495
C,bulge,T,UGC02953@33.550000,0.17129,3.65271,0.0495236
C,bulge,T,UGC02953@34.750000,0.159564,3.75743,0.0615879
C,bulge,T,UGC02953@35.950000,0.148748,3.86686,0.0878434
C,bulge,T,UGC02953@37.150000,0.138956,3.97548,0.0614392
C,bulge,T,UGC02953@38.350000,0.130216,4.10957,0.0491903
C,bulge,T,UGC02953@39.560000,0.122391,4.23856,0.103716
C,bulge,T,UGC02953@40.760000,0.115606,4.35521,0.0970024
C,bulge,T,UGC02953@41.960000,0.109335,4.47332,0.0548998
C,bulge,T,UGC02953@43.160000,0.103363,4.60023,0.074928
C,bulge,F,UGC02953@44.360000,0.0977924,4.65933,0.158275
C,bulge,F,UGC02953@45.570000,0.092855,4.70413,0.268859
C,bulge,F,UGC02953@46.770000,0.0883967,4.74082,0.265339
C,bulge,F,UGC02953@47.970000,0.0841071,4.82038,0.201443
C,bulge,F,UGC02953@49.170000,0.0800528,4.97943,0.209599
C,bulge,F,UGC02953@50.370000,0.0763592,5.17524,0.257568
C,bulge,F,UGC02953@51.580000,0.0729296,5.41432,0.236748
C,bulge,F,UGC02953@52.780000,0.0695712,5.63132,0.235453
C,bulge,F,UGC02953@53.980000,0.0663723,5.81515,0.193693
C,bulge,F,UGC02953@55.180000,0.0634431,5.95134,0.210758
C,bulge,F,UGC02953@57.590000,0.0582552,6.02474,0.242829
C,bulge,F,UGC02953@59.990000,0.0534075,6.35694,0.227206
C,bulge,F,UGC02953@62.390000,0.0492609,7.08824,0.262682
C,bulge,T,UGC03205@0.280000,6.25357,1.9253,1.08681
C,bulge,T,UGC03205@0.550000,7.92967,0.988485,0.254882
C,bulge,T,UGC03205@0.830000,6.75983,0.942352,0.122224
C,bulge,T,UGC03205@1.390000,4.72265,1.10565,0.176058
C,bulge,T,UGC03205@1.650000,4.20101,1.19894,0.166996
C,bulge,T,UGC03205@3.040000,2.29742,1.80653,0.140333
C,bulge,T,UGC03205@3.320000,2.0712,1.94275,0.119119
C,bulge,T,UGC03205@3.590000,1.91147,2.03924,0.209537
C,bulge,T,UGC03205@3.870000,1.79282,2.09158,0.114001
C,bulge,T,UGC03205@4.150000,1.7268,2.09867,0.100476
C,bulge,T,UGC03205@4.430000,1.67768,2.07766,0.108147
C,bulge,T,UGC03205@4.700000,1.62652,2.07318,0.132433
C,bulge,T,UGC03205@4.970000,1.56821,2.06865,0.107853
C,bulge,T,UGC03205@5.250000,1.50959,2.05181,0.0679279
C,bulge,T,UGC03205@5.520000,1.47101,2.01969,0.154558
C,bulge,T,UGC03205@5.800000,1.43841,1.98245,0.167296
C,bulge,T,UGC03205@6.080000,1.40497,1.93618,0.120255
C,bulge,T,UGC03205@6.360000,1.37227,1.89504,0.163118
C,bulge,T,UGC03205@6.630000,1.33204,1.857,0.163668
C,bulge,T,UGC03205@6.910000,1.28718,1.84385,0.0910985
C,bulge,T,UGC03205@7.190000,1.23983,1.82416,0.0842993
C,bulge,T,UGC03205@7.270000,1.22545,1.80975,0.129312
C,bulge,T,UGC03205@7.460000,1.19173,1.81356,0.122144
C,bulge,T,UGC03205@8.020000,1.09989,1.78122,0.125996
C,bulge,T,UGC03205@8.290000,1.05783,1.76083,0.0895022
C,bulge,T,UGC03205@8.560000,1.01755,1.75734,0.111144
C,bulge,T,UGC03205@8.840000,0.975365,1.74427,0.280936
C,bulge,T,UGC03205@9.120000,0.935719,1.7313,0.140823
C,bulge,T,UGC03205@9.690000,0.858064,1.72965,0.0870304
C,bulge,T,UGC03205@12.110000,0.592591,1.91437,0.0568993
C,bulge,T,UGC03205@14.580000,0.42467,2.30173,0.0395478
C,bulge,T,UGC03205@14.680000,0.419283,2.31542,0.161237
C,bulge,T,UGC03205@15.200000,0.39362,2.40371,0.207089
C,bulge,T,UGC03205@15.500000,0.380707,2.43714,0.299955
C,bulge,T,UGC03205@15.710000,0.372558,2.45715,0.181229
C,bulge,T,UGC03205@16.020000,0.360642,2.48922,0.0925855
C,bulge,T,UGC03205@16.320000,0.349564,2.5209,0.122509
C,bulge,T,UGC03205@16.530000,0.342623,2.53929,0.116279
C,bulge,T,UGC03205@16.840000,0.332541,2.56811,0.264946
C,bulge,T,UGC03205@16.940000,0.329667,2.57521,0.059661
C,bulge,T,UGC03205@19.400000,0.264015,2.73212,0.042611
C,bulge,T,UGC03205@21.770000,0.218809,2.88404,0.0301756
C,bulge,T,UGC03205@24.230000,0.180162,3.11801,0.0513383
C,bulge,T,UGC03205@26.690000,0.150066,3.30413,0.0769925
C,bulge,T,UGC03205@29.060000,0.126113,3.47606,0.04813
C,bulge,T,UGC03205@31.520000,0.106197,3.84249,0.105898
C,bulge,F,UGC03205@36.340000,0.0781774,5.01645,0.186521
C,bulge,F,UGC03205@40.040000,0.0625729,5.6883,0.326819
C,bulge,S,UGC03546@0.630000,51.1767,0.626913,0.35222
C,bulge,S,UGC03546@0.790000,36.7958,0.6331,0.281096
C,bulge,S,UGC03546@0.950000,27.6018,0.652215,0.232199
C,bulge,S,UGC03546@1.110000,21.4411,0.677454,0.184708
C,bulge,S,UGC03546@1.270000,17.2291,0.699552,0.176729
C,bulge,S,UGC03546@1.430000,14.1782,0.735232,0.158157
C,bulge,S,UGC03546@1.590000,11.9688,0.762565,0.0838134
C,bulge,T,UGC03546@1.900000,9.15374,0.826893,0.0474435
C,bulge,T,UGC03546@2.060000,8.17076,0.854421,0.0943343
C,bulge,T,UGC03546@2.220000,7.38614,0.885019,0.134746
C,bulge,T,UGC03546@2.380000,6.74612,0.903841,0.211711
C,bulge,T,UGC03546@2.790000,5.47425,0.941615,0.11163
C,bulge,T,UGC03546@2.860000,5.29523,0.949622,0.101408
C,bulge,T,UGC03546@3.020000,4.91429,0.960275,0.199912
C,bulge,T,UGC03546@4.170000,2.97807,0.996447,0.0821461
C,bulge,T,UGC03546@5.560000,1.78627,1.07029,0.149841
C,bulge,T,UGC03546@6.960000,1.23949,1.23218,0.115046
C,bulge,T,UGC03546@8.350000,0.93357,1.48086,0.0477166
C,bulge,T,UGC03546@9.730000,0.757382,1.66284,0.0417339
C,bulge,T,UGC03546@11.140000,0.601994,1.82726,0.0195266
C,bulge,T,UGC03546@12.510000,0.494265,1.92394,0.0109119
C,bulge,T,UGC03546@13.880000,0.420409,2.07945,0.0153654
C,bulge,T,UGC03546@15.350000,0.359774,2.17562,0.0191713
C,bulge,T,UGC03546@16.720000,0.308648,2.23691,0.0357001
C,bulge,T,UGC03546@18.080000,0.26413,2.34461,0.0360709
C,bulge,T,UGC03546@19.450000,0.226217,2.51869,0.0560863
C,bulge,T,UGC03546@20.920000,0.192733,2.69217,0.17415
C,bulge,T,UGC03546@22.920000,0.156746,2.95879,0.0977957
C,bulge,T,UGC03546@25.020000,0.129378,3.31846,0.507324
C,bulge,F,UGC03546@29.230000,0.0928886,4.03962,0.778622
C,bulge,T,UGC03580@0.110000,3.79078,2.23033,2.26208
C,bulge,T,UGC03580@0.230000,5.39362,0.990545,0.696142
C,bulge,T,UGC03580@0.340000,5.26557,0.810526,0.397181
C,bulge,T,UGC03580@0.460000,4.65876,0.704394,0.230207
C,bulge,T,UGC03580@0.570000,3.96991,0.655963,0.208799
C,bulge,T,UGC03580@0.690000,3.45601,0.587883,0.159666
C,bulge,T,UGC03580@0.800000,3.13433,0.538221,0.0990581
C,bulge,T,UGC03580@0.920000,2.83955,0.504467,0.0603249
C,bulge,T,UGC03580@1.030000,2.63706,0.480849,0.0447637
C,bulge,T,UGC03580@1.140000,2.42386,0.475508,0.042995
C,bulge,T,UGC03580@1.260000,2.21064,0.480229,0.0440329
C,bulge,T,UGC03580@1.370000,2.02543,0.495019,0.0392826
C,bulge,T,UGC03580@1.490000,1.83413,0.521939,0.0412451
C,bulge,T,UGC03580@1.610000,1.66922,0.555441,0.0407219
C,bulge,T,UGC03580@1.710000,1.54922,0.590695,0.066281
C,bulge,T,UGC03580@1.830000,1.4212,0.635147,0.104642
C,bulge,T,UGC03580@1.940000,1.31495,0.684364,0.137584
C,bulge,T,UGC03580@2.060000,1.21332,0.738969,0.100022
C,bulge,T,UGC03580@2.180000,1.12689,0.794197,0.123715
C,bulge,T,UGC03580@2.290000,1.0626,0.845715,0.0410718
C,bulge,T,UGC03580@2.400000,1.00779,0.894127,0.0404809
C,bulge,T,UGC03580@2.520000,0.954152,0.944035,0.0365572
C,bulge,T,UGC03580@2.630000,0.90854,0.991522,0.0477522
C,bulge,T,UGC03580@2.750000,0.859649,1.04053,0.0428053
C,bulge,T,UGC03580@2.860000,0.81714,1.08505,0.0785728
C,bulge,T,UGC03580@2.980000,0.773555,1.13107,0.0336556
C,bulge,T,UGC03580@3.090000,0.735726,1.17386,0.135882
C,bulge,T,UGC03580@3.200000,0.700378,1.21334,0.157317
C,bulge,T,UGC03580@4.520000,0.417808,1.47918,0.0698585
C,bulge,T,UGC03580@4.690000,0.394791,1.49322,0.360593
C,bulge,T,UGC03580@6.030000,0.267012,1.71364,0.0814334
C,bulge,T,UGC03580@7.530000,0.193185,2.23166,0.0433579
C,bulge,T,UGC03580@8.580000,0.15912,2.60971,0.337839
C,bulge,T,UGC03580@8.700000,0.156019,2.62485,0.251031
C,bulge,T,UGC03580@8.820000,0.153078,2.63889,0.247576
C,bulge,T,UGC03580@9.030000,0.148102,2.71277,0.0400806
C,bulge,T,UGC03580@9.050000,0.147564,2.71666,0.38229
C,bulge,T,UGC03580@10.530000,0.120341,2.91483,0.0744322
C,bulge,T,UGC03580@12.070000,0.100703,3.03881,0.06566
C,bulge,F,UGC03580@13.580000,0.0854379,3.2982,0.0781152
C,bulge,F,UGC03580@15.090000,0.0732426,3.70961,0.0855097
C,bulge,F,UGC03580@16.600000,0.0635015,4.15762,0.0981472
C,bulge,F,UGC03580@18.110000,0.0557619,4.55597,0.119549
C,bulge,F,UGC03580@19.620000,0.0492945,4.98815,0.153542
C,bulge,F,UGC03580@21.020000,0.0439701,5.46726,0.15108
C,bulge,F,UGC03580@24.040000,0.0333435,5.92487,0.180079
C,bulge,F,UGC03580@27.060000,0.0261253,6.40429,0.198326
C,dwarf,F,UGC04278@0.140000,0.0176468,3.26006,6.61986
C,dwarf,F,UGC04278@0.420000,0.045115,3.68543,3.72372
C,dwarf,F,UGC04278@0.690000,0.0720844,3.52457,1.1556
C,dwarf,F,UGC04278@0.970000,0.0921163,3.39562,0.846261
C,dwarf,F,UGC04278@1.250000,0.0983979,2.86599,0.662656
C,dwarf,F,UGC04278@1.520000,0.0835867,3.32901,0.702694
C,dwarf,F,UGC04278@1.800000,0.0625063,4.29271,0.847942
C,dwarf,F,UGC04278@2.070000,0.0550965,4.77375,0.888139
C,dwarf,F,UGC04278@2.350000,0.0528359,4.82363,0.855633
C,dwarf,F,UGC04278@2.630000,0.0512968,4.53838,0.796207
C,dwarf,F,UGC04278@2.910000,0.0492686,4.97147,2.6272
C,dwarf,F,UGC04278@3.190000,0.0458401,5.09468,0.810287
C,dwarf,F,UGC04278@3.460000,0.0423176,5.79921,0.90498
C,dwarf,F,UGC04278@3.740000,0.0387098,6.84196,1.77655
C,dwarf,F,UGC04278@4.010000,0.0356129,8.5514,1.06229
C,dwarf,F,UGC04278@4.290000,0.0325718,9.6012,1.13792
C,dwarf,F,UGC04278@4.570000,0.0334229,9.80022,1.0996
C,dwarf,F,UGC04278@4.850000,0.0372857,9.30631,0.984795
C,dwarf,F,UGC04278@5.130000,0.0409031,8.98098,0.898098
C,dwarf,F,UGC04278@5.400000,0.0498014,7.50659,0.725275
C,dwarf,F,UGC04278@5.680000,0.0620362,6.00919,2.2251
C,dwarf,F,UGC04278@5.860000,0.0689258,5.4295,2.11392
C,dwarf,F,UGC04278@6.360000,0.0910123,4.13879,0.740577
C,dwarf,F,UGC04278@6.510000,0.0958475,3.93366,0.34468
C,dwarf,F,UGC04278@6.690000,0.0911852,4.15684,0.783886
C,dwarf,F,UGC04305@0.250000,0.0232261,0.509588,1.03525
C,dwarf,F,UGC04305@0.500000,0.0444637,1.46023,0.92342
C,dwarf,F,UGC04305@0.750000,0.0719641,1.67077,0.853524
C,dwarf,F,UGC04305@1.000000,0.0974038,1.55773,0.680737
C,dwarf,T,UGC04305@1.260000,0.11389,1.80999,0.64477
C,dwarf,T,UGC04305@1.500000,0.1037,2.25313,0.613896
C,dwarf,F,UGC04305@1.760000,0.0919545,2.35796,0.459802
C,dwarf,F,UGC04305@2.010000,0.0760835,2.67885,0.495551
C,dwarf,F,UGC04305@2.260000,0.0725287,2.27667,0.456612
C,dwarf,F,UGC04305@2.510000,0.0747124,1.9125,0.425244
C,dwarf,F,UGC04305@2.760000,0.0826951,1.37951,0.275901
C,dwarf,F,UGC04305@3.010000,0.0873152,1.20534,0.235923
C,dwarf,F,UGC04305@3.270000,0.086891,1.14228,0.220886
C,dwarf,F,UGC04305@3.510000,0.0872532,0.990693,0.199373
C,dwarf,F,UGC04305@3.760000,0.0838499,0.846175,0.177669
