Cassini SCE1 resume/fetch started
[2026-08-08T19:56:27.9304771+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\sce1_ancillary\tro\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:27.9334329+10:00] SKIP 89315 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\sce1_ancillary\tro\c32easc2002_152_2002_182.tro
[2026-08-08T19:56:28.2978321+10:00] SKIP 32954616 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\sce1_ancillary\ckf\c32easc2002_162_2002_167.ckf
[2026-08-08T19:56:28.3008323+10:00] SKIP 697 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\sce1_ancillary\ckf\c32easc2002_162_2002_167.lbl
[2026-08-08T19:56:28.3138285+10:00] SKIP 20364181 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\sce1_ancillary\ckf\c32easc2002_167_2002_171.ckf
[2026-08-08T19:56:28.3261799+10:00] SKIP 697 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\sce1_ancillary\ckf\c32easc2002_167_2002_171.lbl
[2026-08-08T19:56:28.7061184+10:00] SKIP 1796 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\catalog\CATINFO.TXT
[2026-08-08T19:56:28.7103691+10:00] SKIP 32999 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\catalog\DATASET.CAT
[2026-08-08T19:56:28.7223263+10:00] SKIP 83358 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\catalog\INST.CAT
[2026-08-08T19:56:28.7448403+10:00] SKIP 40155 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\catalog\INSTHOST.CAT
[2026-08-08T19:56:28.7568427+10:00] SKIP 50105 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\catalog\MISSION.CAT
[2026-08-08T19:56:28.7658376+10:00] SKIP 5472 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\catalog\PERSON.CAT
[2026-08-08T19:56:28.7789859+10:00] SKIP 834 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\catalog\PROJREF.CAT
[2026-08-08T19:56:28.7859933+10:00] SKIP 135747 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\catalog\REF.CAT
[2026-08-08T19:56:29.1013155+10:00] SKIP 309479 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\casrssis.txt
[2026-08-08T19:56:29.1053391+10:00] SKIP 8169 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\ck_mm_sis_000614.txt
[2026-08-08T19:56:29.1185688+10:00] SKIP 1173 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\docinfo.txt
[2026-08-08T19:56:29.1255258+10:00] SKIP 9834 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\dors_002_020501.txt
[2026-08-08T19:56:29.1377286+10:00] SKIP 1463 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\rol_021101.txt
[2026-08-08T19:56:29.1527218+10:00] SKIP 4689 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\rsrlog_021101.txt
[2026-08-08T19:56:29.1650210+10:00] SKIP 18962 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\spk_mm_sis_000525.txt
[2026-08-08T19:56:29.1860172+10:00] SKIP 26581 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\trk_2_21_950831.txt
[2026-08-08T19:56:29.2040361+10:00] SKIP 25915 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0023\document\trk_2_23_000531.txt
[2026-08-08T19:56:29.5503688+10:00] SKIP 703 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\spk\c32easc2002_160_2002_186.lbl
[2026-08-08T19:56:29.5533705+10:00] SKIP 365947 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\spk\c32easc2002_160_2002_186.spk
[2026-08-08T19:56:29.8844431+10:00] SKIP 29875 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\eop\c32easc2001_244_2002_245.eop
[2026-08-08T19:56:29.8884465+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\eop\c32easc2001_244_2002_245.lbl
[2026-08-08T19:56:30.2365125+10:00] SKIP 21600 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\ion\c32easc2002_152_2002_182.ion
[2026-08-08T19:56:30.2404724+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\ion\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:30.5709745+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\tro\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:30.5739914+10:00] SKIP 89315 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\tro\c32easc2002_152_2002_182.tro
[2026-08-08T19:56:30.9179849+10:00] SKIP 20364181 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\ckf\c32easc2002_167_2002_171.ckf
[2026-08-08T19:56:30.9209795+10:00] SKIP 697 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\ckf\c32easc2002_167_2002_171.lbl
[2026-08-08T19:56:30.9379591+10:00] SKIP 22831684 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\ckf\c32easc2002_171_2002_176.ckf
[2026-08-08T19:56:30.9525110+10:00] SKIP 667 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\sce1_ancillary\ckf\c32easc2002_171_2002_176.lbl
[2026-08-08T19:56:31.3061172+10:00] SKIP 1796 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\catalog\CATINFO.TXT
[2026-08-08T19:56:31.3111245+10:00] SKIP 32999 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\catalog\DATASET.CAT
[2026-08-08T19:56:31.3228389+10:00] SKIP 83358 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\catalog\INST.CAT
[2026-08-08T19:56:31.3394057+10:00] SKIP 40155 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\catalog\INSTHOST.CAT
[2026-08-08T19:56:31.3516644+10:00] SKIP 50105 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\catalog\MISSION.CAT
[2026-08-08T19:56:31.3670178+10:00] SKIP 5472 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\catalog\PERSON.CAT
[2026-08-08T19:56:31.3850175+10:00] SKIP 834 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\catalog\PROJREF.CAT
[2026-08-08T19:56:31.4005113+10:00] SKIP 135747 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\catalog\REF.CAT
[2026-08-08T19:56:31.7558240+10:00] SKIP 309479 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\casrssis.txt
[2026-08-08T19:56:31.7635972+10:00] SKIP 8126 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\ck_mm_sis_000614.txt
[2026-08-08T19:56:31.7839040+10:00] SKIP 1173 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\docinfo.txt
[2026-08-08T19:56:31.8011702+10:00] SKIP 9810 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\dors_002_020501.txt
[2026-08-08T19:56:31.8181775+10:00] SKIP 1463 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\rol_021101.txt
[2026-08-08T19:56:31.8271694+10:00] SKIP 4689 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\rsrlog_021101.txt
[2026-08-08T19:56:31.8448582+10:00] SKIP 18821 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\spk_mm_sis_000525.txt
[2026-08-08T19:56:31.8622139+10:00] SKIP 26581 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\trk_2_21_950831.txt
[2026-08-08T19:56:31.8794098+10:00] SKIP 25475 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0024\document\trk_2_23_000531.txt
[2026-08-08T19:56:32.2590131+10:00] SKIP 703 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\spk\c32easc2002_160_2002_186.lbl
[2026-08-08T19:56:32.2630095+10:00] SKIP 365947 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\spk\c32easc2002_160_2002_186.spk
[2026-08-08T19:56:32.6100255+10:00] SKIP 29875 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\eop\c32easc2001_244_2002_245.eop
[2026-08-08T19:56:32.6140251+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\eop\c32easc2001_244_2002_245.lbl
[2026-08-08T19:56:32.9979697+10:00] SKIP 21600 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\ion\c32easc2002_152_2002_182.ion
[2026-08-08T19:56:33.0019720+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\ion\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:33.3294616+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\tro\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:33.3344211+10:00] SKIP 89315 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\tro\c32easc2002_152_2002_182.tro
[2026-08-08T19:56:33.6774452+10:00] SKIP 16919445 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\ckf\c32easc2002_171_2002_176.ckf
[2026-08-08T19:56:33.6804435+10:00] SKIP 667 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\sce1_ancillary\ckf\c32easc2002_171_2002_176.lbl
[2026-08-08T19:56:34.0048484+10:00] SKIP 1796 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\catalog\CATINFO.TXT
[2026-08-08T19:56:34.0080875+10:00] SKIP 32999 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\catalog\DATASET.CAT
[2026-08-08T19:56:34.0374025+10:00] SKIP 83358 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\catalog\INST.CAT
[2026-08-08T19:56:34.0553135+10:00] SKIP 40155 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\catalog\INSTHOST.CAT
[2026-08-08T19:56:34.0686304+10:00] SKIP 50105 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\catalog\MISSION.CAT
[2026-08-08T19:56:34.0835828+10:00] SKIP 5472 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\catalog\PERSON.CAT
[2026-08-08T19:56:34.1010855+10:00] SKIP 834 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\catalog\PROJREF.CAT
[2026-08-08T19:56:34.1150440+10:00] SKIP 135747 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\catalog\REF.CAT
[2026-08-08T19:56:34.4489239+10:00] SKIP 309479 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\casrssis.txt
[2026-08-08T19:56:34.4523866+10:00] SKIP 8126 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\ck_mm_sis_000614.txt
[2026-08-08T19:56:34.4616569+10:00] SKIP 1173 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\docinfo.txt
[2026-08-08T19:56:34.4758992+10:00] SKIP 9810 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\dors_002_020501.txt
[2026-08-08T19:56:34.4866129+10:00] SKIP 1463 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\rol_021101.txt
[2026-08-08T19:56:34.5008158+10:00] SKIP 4689 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\rsrlog_021101.txt
[2026-08-08T19:56:34.5149870+10:00] SKIP 18821 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\spk_mm_sis_000525.txt
[2026-08-08T19:56:34.5269906+10:00] SKIP 26581 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\trk_2_21_950831.txt
[2026-08-08T19:56:34.5443405+10:00] SKIP 25475 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0025\document\trk_2_23_000531.txt
[2026-08-08T19:56:34.8854703+10:00] SKIP 703 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\spk\c32easc2002_160_2002_186.lbl
[2026-08-08T19:56:34.8884804+10:00] SKIP 365947 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\spk\c32easc2002_160_2002_186.spk
[2026-08-08T19:56:35.2609519+10:00] SKIP 29875 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\eop\c32easc2001_244_2002_245.eop
[2026-08-08T19:56:35.2639576+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\eop\c32easc2001_244_2002_245.lbl
[2026-08-08T19:56:35.5950019+10:00] SKIP 21600 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\ion\c32easc2002_152_2002_182.ion
[2026-08-08T19:56:35.5990016+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\ion\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:35.9178794+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\tro\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:35.9219077+10:00] SKIP 89315 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\tro\c32easc2002_152_2002_182.tro
[2026-08-08T19:56:36.2519451+10:00] SKIP 51787781 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\ckf\c32easc2002_176_2002_182.ckf
[2026-08-08T19:56:36.2549646+10:00] SKIP 697 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\sce1_ancillary\ckf\c32easc2002_176_2002_182.lbl
[2026-08-08T19:56:37.5373791+10:00] SKIP 1796 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\catalog\CATINFO.TXT
[2026-08-08T19:56:37.5445991+10:00] SKIP 32999 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\catalog\DATASET.CAT
[2026-08-08T19:56:37.5612323+10:00] SKIP 83358 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\catalog\INST.CAT
[2026-08-08T19:56:37.5786871+10:00] SKIP 40155 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\catalog\INSTHOST.CAT
[2026-08-08T19:56:37.5999551+10:00] SKIP 50105 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\catalog\MISSION.CAT
[2026-08-08T19:56:37.6179470+10:00] SKIP 5472 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\catalog\PERSON.CAT
[2026-08-08T19:56:37.6379400+10:00] SKIP 834 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\catalog\PROJREF.CAT
[2026-08-08T19:56:37.6531774+10:00] SKIP 135747 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\catalog\REF.CAT
[2026-08-08T19:56:37.9702996+10:00] SKIP 309479 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\casrssis.txt
[2026-08-08T19:56:37.9743008+10:00] SKIP 8126 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\ck_mm_sis_000614.txt
[2026-08-08T19:56:37.9904957+10:00] SKIP 1173 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\docinfo.txt
[2026-08-08T19:56:38.0051022+10:00] SKIP 9810 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\dors_002_020501.txt
[2026-08-08T19:56:38.0220130+10:00] SKIP 1463 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\rol_021101.txt
[2026-08-08T19:56:38.0392795+10:00] SKIP 4689 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\rsrlog_021101.txt
[2026-08-08T19:56:38.0547966+10:00] SKIP 18821 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\spk_mm_sis_000525.txt
[2026-08-08T19:56:38.0710502+10:00] SKIP 26581 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\trk_2_21_950831.txt
[2026-08-08T19:56:38.0842499+10:00] SKIP 25475 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0026\document\trk_2_23_000531.txt
[2026-08-08T19:56:38.4228588+10:00] SKIP 703 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\spk\c32easc2002_160_2002_186.lbl
[2026-08-08T19:56:38.4278169+10:00] SKIP 365947 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\spk\c32easc2002_160_2002_186.spk
[2026-08-08T19:56:38.7482949+10:00] SKIP 29875 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\eop\c32easc2001_244_2002_245.eop
[2026-08-08T19:56:38.7524062+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\eop\c32easc2001_244_2002_245.lbl
[2026-08-08T19:56:39.0721780+10:00] SKIP 21600 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\ion\c32easc2002_152_2002_182.ion
[2026-08-08T19:56:39.0751792+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\ion\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:39.0851789+10:00] SKIP 22320 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\ion\c32easc2002_182_2002_213.ion
[2026-08-08T19:56:39.1011828+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\ion\c32easc2002_182_2002_213.lbl
[2026-08-08T19:56:39.4596005+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\tro\c32easc2002_152_2002_182.lbl
[2026-08-08T19:56:39.4642202+10:00] SKIP 89315 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\tro\c32easc2002_152_2002_182.tro
[2026-08-08T19:56:39.4817227+10:00] SKIP 702 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\tro\c32easc2002_182_2002_189.lbl
[2026-08-08T19:56:39.5024377+10:00] SKIP 24528 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\tro\c32easc2002_182_2002_189.tro
[2026-08-08T19:56:39.8649448+10:00] SKIP 51787781 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\ckf\c32easc2002_176_2002_182.ckf
[2026-08-08T19:56:39.8729425+10:00] SKIP 697 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\ckf\c32easc2002_176_2002_182.lbl
[2026-08-08T19:56:39.8759678+10:00] SKIP 45315061 C:\Users\Jimmi\OneDrive\Desktop\sdt-engine\Datasets\solar_propagation_2026-08\raw\cassini_sce1\cors_0027\sce1_ancillary\ckf\c32easc2002_182_2002_189.ckf
